cliente_id,nombre_cliente,segmento_cliente,ciudad,edad,ingreso_estimado,producto,saldo_producto,cupo_credito,fecha_vencimiento,fecha_movimiento,categoria_consumo,monto_consumo,canal,estado_producto,cupo_credito_estado,aplica_fecha_vencimiento,primer_movimiento_cliente_producto,categoria_saldo
C001858,Cliente 1858,MASS,Quito,24,2390.24,Cuenta Corriente,2476.34,,,2026-06-09,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-06-02,VALIDADO - HISTÓRICO DISPONIBLE
C002141,Cliente 2141,PREMIUM,Ambato,43,7267.33,Tarjeta de Crédito,7792.23,17900.0,2027-08-02,2026-07-27,FOOD,649.54,POS,Activo,CON CUPO,SI,2025-02-22,VALIDADO - HISTÓRICO DISPONIBLE
C002114,Cliente 2114,MASS,Guayaquil,28,588.17,Tarjeta de Crédito,0.0,1500.0,2030-07-12,2026-01-07,ENTERTAINMENT,38.04,POS,Activo,CON CUPO,SI,2025-03-15,VALIDADO - HISTÓRICO DISPONIBLE
C000643,Cliente 0643,JOVEN,Guayaquil,29,713.25,Tarjeta de Crédito,370.77,800.0,2028-05-26,2026-04-07,TRAVEL,33.22,App,Activo,CON CUPO,SI,2025-01-06,VALIDADO - HISTÓRICO DISPONIBLE
C000388,Cliente 0388,MASS,Quito,46,853.29,Crédito Vehicular,18638.8,,2031-04-24,2026-02-28,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-05-22,VALIDADO - HISTÓRICO DISPONIBLE
C000531,Cliente 0531,JOVEN,Quito,56,670.99,Crédito Hipotecario,63849.91,,2030-08-18,2026-04-26,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-04-26,VALIDADO - HISTÓRICO DISPONIBLE
C000284,Cliente 0284,PREMIUM,Cuenca,65,8694.58,Tarjeta de Crédito,18157.12,22900.0,2030-01-02,2026-01-12,TECHNOLOGY,813.32,POS,Activo,CON CUPO,SI,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C000728,Cliente 0728,MASS,Loja,50,1019.9,Cuenta de Ahorros,1498.82,,,2025-12-08,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-12-08,VALIDADO - HISTÓRICO DISPONIBLE
C000886,Cliente 0886,MASS,Guayaquil,29,1029.83,Cuenta Corriente,210.88,,,2026-08-14,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C000270,Cliente 0270,AFFLUENT,Guayaquil,45,3590.44,Tarjeta de Crédito,329.42,8500.0,2028-08-28,2025-02-15,SUPERMARKET,1110.22,POS,Activo,CON CUPO,SI,2025-02-09,VALIDADO - HISTÓRICO DISPONIBLE
C002094,Cliente 2094,MASS,Cuenca,31,1238.08,Crédito Hipotecario,56724.39,,2029-12-17,2026-01-13,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-09-21,VALIDADO - HISTÓRICO DISPONIBLE
C001083,Cliente 1083,MASS,Cuenca,45,597.45,Tarjeta de Crédito,321.68,1700.0,2030-08-01,2026-04-28,FOOD,5.92,Branch,Activo,CON CUPO,SI,2025-02-04,VALIDADO - HISTÓRICO DISPONIBLE
C000755,Cliente 0755,PREMIUM,Guayaquil,50,4207.24,Crédito de Consumo,31168.53,,2032-08-05,2026-07-06,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-05-12,VALIDADO - HISTÓRICO DISPONIBLE
C000410,Cliente 0410,MASS,Manta,41,956.06,Tarjeta de Crédito,1753.33,2700.0,2030-03-11,2026-02-16,ENTERTAINMENT,49.73,POS,Activo,CON CUPO,SI,2025-01-23,VALIDADO - HISTÓRICO DISPONIBLE
C001438,Cliente 1438,MASS,Ambato,49,834.8,Tarjeta de Crédito,1109.0,2200.0,2030-07-26,2025-04-29,FOOD,18.28,Web,Activo,CON CUPO,SI,2025-02-13,VALIDADO - HISTÓRICO DISPONIBLE
C000275,Cliente 0275,MASS,Guayaquil,24,1452.64,Tarjeta de Crédito,2053.35,4300.0,2029-10-29,2025-04-10,STREAMING,63.54,POS,Activo,CON CUPO,SI,2025-02-12,VALIDADO - HISTÓRICO DISPONIBLE
C001943,Cliente 1943,PYME,Guayaquil,33,1920.72,Cuenta Corriente,4891.34,,,2025-04-29,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-04-03,VALIDADO - HISTÓRICO DISPONIBLE
C000504,Cliente 0504,MASS,Quito,55,686.35,Crédito de Consumo,7169.71,,2031-04-05,2025-01-04,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C000449,Cliente 0449,MASS,Quito,18,1004.83,Cuenta Corriente,1145.43,,,2026-06-17,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-09-12,VALIDADO - HISTÓRICO DISPONIBLE
C000306,Cliente 0306,PREMIUM,Quito,42,3837.12,Tarjeta de Crédito,1162.71,6700.0,2030-01-08,2025-05-18,TRAVEL,99.69,App,Activo,CON CUPO,SI,2025-01-19,VALIDADO - HISTÓRICO DISPONIBLE
C001330,Cliente 1330,MASS,Ambato,18,907.1,Cuenta de Ahorros,3928.43,,,2026-06-16,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-24,VALIDADO - HISTÓRICO DISPONIBLE
C000739,Cliente 0739,PREMIUM,Manta,52,3953.64,Tarjeta de Crédito,1899.51,9000.0,2028-06-20,2025-11-06,HEALTH,108.24,POS,Activo,CON CUPO,SI,2025-05-22,VALIDADO - HISTÓRICO DISPONIBLE
C000721,Cliente 0721,MASS,Guayaquil,28,1225.46,Tarjeta de Crédito,1720.69,2900.0,2029-03-13,2025-07-16,SUPERMARKET,55.72,App,Activo,CON CUPO,SI,2025-02-08,VALIDADO - HISTÓRICO DISPONIBLE
C001052,Cliente 1052,MASS,Guayaquil,37,350.0,Crédito Vehicular,17545.88,,2031-10-06,2025-12-21,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-07-08,VALIDADO - HISTÓRICO DISPONIBLE
C000913,Cliente 0913,PYME,Guayaquil,27,2091.54,Tarjeta de Crédito,2364.93,5400.0,2026-11-02,2025-02-18,TRAVEL,75.93,POS,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C001888,Cliente 1888,JOVEN,Quito,31,431.91,Tarjeta de Crédito,280.67,800.0,2029-01-05,2025-01-03,ENTERTAINMENT,7.43,App,Activo,CON CUPO,SI,2025-01-03,VALIDADO - HISTÓRICO DISPONIBLE
C002111,Cliente 2111,PREMIUM,Guayaquil,42,3325.71,Tarjeta de Crédito,1006.41,5000.0,2026-10-09,2026-03-26,OTHERS,189.54,POS,Activo,CON CUPO,SI,2025-03-22,VALIDADO - HISTÓRICO DISPONIBLE
C001320,Cliente 1320,PYME,Cuenca,38,7250.0,Tarjeta de Crédito,4132.67,14300.0,2029-11-13,2026-01-02,ENTERTAINMENT,509.87,POS,Activo,CON CUPO,SI,2025-03-04,VALIDADO - HISTÓRICO DISPONIBLE
C001761,Cliente 1761,MASS,Guayaquil,45,710.39,Tarjeta de Crédito,144.95,1200.0,2026-09-20,2025-01-11,SUPERMARKET,18.98,App,Activo,CON CUPO,SI,2025-01-11,VALIDADO - HISTÓRICO DISPONIBLE
C001173,Cliente 1173,MASS,Quito,34,989.23,Tarjeta de Crédito,322.32,1300.0,2030-03-17,2025-06-21,FUEL,47.26,POS,Activo,CON CUPO,SI,2025-06-21,VALIDADO - HISTÓRICO DISPONIBLE
C001248,Cliente 1248,AFFLUENT,Quito,47,2442.61,Tarjeta de Crédito,1920.26,6500.0,2028-04-12,2025-10-11,STREAMING,64.99,App,Activo,CON CUPO,SI,2025-03-07,VALIDADO - HISTÓRICO DISPONIBLE
C001019,Cliente 1019,AFFLUENT,Guayaquil,39,1958.11,Cuenta de Ahorros,4871.66,,,2026-03-20,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-01-17,VALIDADO - HISTÓRICO DISPONIBLE
C000872,Cliente 0872,JOVEN,Loja,38,1141.47,Cuenta de Ahorros,2894.7,,,2025-11-21,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-11-21,VALIDADO - HISTÓRICO DISPONIBLE
C000936,Cliente 0936,MASS,Manta,36,977.9,Tarjeta de Crédito,336.1,2300.0,2028-12-06,2026-04-25,TECHNOLOGY,34.0,App,Activo,CON CUPO,SI,2026-02-12,VALIDADO - HISTÓRICO DISPONIBLE
C000590,Cliente 0590,AFFLUENT,Quito,22,1567.1,Crédito Vehicular,16053.82,,2027-04-20,2025-03-24,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-03-24,VALIDADO - HISTÓRICO DISPONIBLE
C002198,Cliente 2198,MASS,Quito,31,1010.8,Cuenta Corriente,4677.2,,,2025-04-15,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-04-15,VALIDADO - HISTÓRICO DISPONIBLE
C000279,Cliente 0279,MASS,Cuenca,45,762.11,Crédito Hipotecario,46405.31,,2030-09-05,2025-06-22,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-06-22,VALIDADO - HISTÓRICO DISPONIBLE
C001186,Cliente 1186,JOVEN,Cuenca,36,1276.71,Cuenta Corriente,3048.8,,,2025-06-23,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-01-26,VALIDADO - HISTÓRICO DISPONIBLE
C001583,Cliente 1583,MASS,Guayaquil,23,545.47,Crédito Hipotecario,71688.58,,2031-03-29,2025-06-09,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-02-11,VALIDADO - HISTÓRICO DISPONIBLE
C000258,Cliente 0258,MASS,Quito,48,1405.36,Tarjeta de Crédito,60.87,3300.0,2028-01-03,2025-06-28,STREAMING,81.16,Web,Activo,CON CUPO,SI,2025-01-17,VALIDADO - HISTÓRICO DISPONIBLE
C001850,Cliente 1850,MASS,Guayaquil,61,627.38,Crédito de Consumo,5518.51,,2026-11-07,2026-03-19,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-03-19,VALIDADO - HISTÓRICO DISPONIBLE
C000035,Cliente 0035,PYME,Guayaquil,36,2601.37,Cuenta Corriente,3740.02,,,2026-01-26,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-11-23,VALIDADO - HISTÓRICO DISPONIBLE
C001605,Cliente 1605,PYME,Quito,18,4199.66,Tarjeta de Crédito,1381.8,7000.0,2028-03-04,2026-05-02,HEALTH,231.46,App,Activo,CON CUPO,SI,2025-03-05,VALIDADO - HISTÓRICO DISPONIBLE
C001007,Cliente 1007,MASS,Guayaquil,42,1413.7,Tarjeta de Crédito,1627.14,3700.0,2029-02-27,2026-05-30,FOOD,77.16,POS,Activo,CON CUPO,SI,2025-02-01,VALIDADO - HISTÓRICO DISPONIBLE
C000197,Cliente 0197,MASS,Guayaquil,40,1318.72,Cuenta de Ahorros,4882.63,,,2026-05-14,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2026-03-14,VALIDADO - HISTÓRICO DISPONIBLE
C000564,Cliente 0564,JOVEN,Guayaquil,24,845.79,Cuenta Corriente,1345.93,,,2026-01-08,NO APLICA,0.0,App,Activo,NO APLICA,NO,2026-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001709,Cliente 1709,MASS,Ambato,48,1165.92,Tarjeta de Crédito,1481.39,3300.0,2027-02-01,2025-05-19,SUPERMARKET,36.28,Web,Activo,CON CUPO,SI,2025-03-27,VALIDADO - HISTÓRICO DISPONIBLE
C000605,Cliente 0605,JOVEN,Quito,23,828.68,Cuenta de Ahorros,2138.76,,,2026-03-07,NO APLICA,0.0,App,Activo,NO APLICA,NO,2026-03-07,VALIDADO - HISTÓRICO DISPONIBLE
C000327,Cliente 0327,MASS,Cuenca,45,1028.7,Tarjeta de Crédito,243.92,1800.0,2026-11-23,2026-07-28,OTHERS,57.19,POS,Activo,CON CUPO,SI,2025-01-18,VALIDADO - HISTÓRICO DISPONIBLE
C000732,Cliente 0732,PYME,Quito,48,1448.17,Tarjeta de Crédito,1212.08,3100.0,2027-05-17,2025-11-02,FOOD,60.48,Branch,Activo,CON CUPO,SI,2025-02-09,VALIDADO - HISTÓRICO DISPONIBLE
C002041,Cliente 2041,PREMIUM,Quito,34,4633.0,Crédito Vehicular,10425.71,,2027-09-02,2025-08-06,NO APLICA,0.0,POS,Activo,NO APLICA,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C001222,Cliente 1222,MASS,Quito,24,851.6,Tarjeta de Crédito,1151.72,1900.0,2029-12-07,2026-06-26,TECHNOLOGY,50.68,Web,Activo,CON CUPO,SI,2025-01-02,VALIDADO - HISTÓRICO DISPONIBLE
C000999,Cliente 0999,MASS,Guayaquil,32,1125.07,Crédito Hipotecario,65263.19,,2029-02-19,2025-07-04,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-07-04,VALIDADO - HISTÓRICO DISPONIBLE
C000239,Cliente 0239,PREMIUM,Guayaquil,58,5326.97,Tarjeta de Crédito,987.95,5800.0,2029-03-31,2025-01-08,OTHERS,850.82,POS,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C000802,Cliente 0802,PYME,Cuenca,60,2352.35,Crédito de Consumo,16746.62,,2030-10-12,2025-04-22,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-04-08,VALIDADO - HISTÓRICO DISPONIBLE
C001793,Cliente 1793,MASS,Guayaquil,44,636.16,Cuenta de Ahorros,2031.09,,,2026-06-20,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2026-06-20,VALIDADO - HISTÓRICO DISPONIBLE
C002154,Cliente 2154,AFFLUENT,Guayaquil,29,3785.79,Tarjeta de Crédito,256.5,7200.0,2030-01-06,2026-03-10,OTHERS,294.07,Web,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C002135,Cliente 2135,AFFLUENT,Quito,56,1645.61,Tarjeta de Crédito,535.01,2100.0,2030-06-24,19/04/2025,HEALTH,54.89,POS,Activo,CON CUPO,SI,19/04/2025,VALIDADO - HISTÓRICO DISPONIBLE
C000712,Cliente 0712,JOVEN,Guayaquil,53,770.09,Tarjeta de Crédito,9.05,1100.0,2029-03-20,2026-06-16,STREAMING,193.23,Web,Activo,CON CUPO,SI,2025-03-04,VALIDADO - HISTÓRICO DISPONIBLE
C000335,Cliente 0335,PYME,Cuenca,43,3355.55,Tarjeta de Crédito,2347.73,5100.0,2030-05-21,2025-04-17,EDUCATION,305.51,App,Activo,CON CUPO,SI,2025-04-17,VALIDADO - HISTÓRICO DISPONIBLE
C001648,Cliente 1648,JOVEN,Quito,29,374.93,Tarjeta de Crédito,194.17,1100.0,2027-08-12,2025-02-03,STREAMING,19.83,POS,Activo,CON CUPO,SI,2025-02-03,VALIDADO - HISTÓRICO DISPONIBLE
C001292,Cliente 1292,AFFLUENT,Quito,36,1812.92,Tarjeta de Crédito,1456.71,3200.0,2030-07-14,2026-07-21,FOOD,25.41,POS,Activo,CON CUPO,SI,2025-07-22,VALIDADO - HISTÓRICO DISPONIBLE
C000012,Cliente 0012,MASS,Cuenca,33,929.56,Tarjeta de Crédito,808.79,1400.0,2028-02-12,2025-05-04,TECHNOLOGY,17.36,Branch,Activo,CON CUPO,SI,2025-01-13,VALIDADO - HISTÓRICO DISPONIBLE
C002196,Cliente 2196,MASS,Ambato,29,647.18,Tarjeta de Crédito,321.45,800.0,2030-08-27,2025-08-02,HEALTH,38.41,POS,Activo,CON CUPO,SI,2025-03-27,VALIDADO - HISTÓRICO DISPONIBLE
C000467,Cliente 0467,AFFLUENT,Guayaquil,61,3237.81,Tarjeta de Crédito,5501.22,7800.0,2028-05-15,2026-06-23,TECHNOLOGY,66.28,App,Activo,CON CUPO,SI,2025-02-12,VALIDADO - HISTÓRICO DISPONIBLE
C001071,Cliente 1071,JOVEN,Quito,40,374.33,Tarjeta de Crédito,176.37,500.0,2027-01-28,2025-05-14,TRAVEL,26.07,App,Activo,CON CUPO,SI,2025-04-14,VALIDADO - HISTÓRICO DISPONIBLE
C001085,Cliente 1085,MASS,Guayaquil,45,1109.37,Cuenta Corriente,1376.3,,,2025-08-19,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C001874,Cliente 1874,JOVEN,Manta,64,780.14,Tarjeta de Crédito,264.92,1200.0,2028-06-23,2025-10-07,TRAVEL,35.55,Web,Activo,CON CUPO,SI,2025-03-07,VALIDADO - HISTÓRICO DISPONIBLE
C001861,Cliente 1861,AFFLUENT,Cuenca,41,1924.51,Tarjeta de Crédito,1728.25,4500.0,2030-06-03,2026-04-03,SUPERMARKET,178.32,POS,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C001393,Cliente 1393,MASS,Cuenca,37,981.0,Cuenta de Ahorros,3129.91,,,2025-02-17,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-02-10,VALIDADO - HISTÓRICO DISPONIBLE
C001588,Cliente 1588,MASS,Guayaquil,78,898.34,Tarjeta de Crédito,486.48,1300.0,2027-03-25,2026-08-29,STREAMING,45.26,POS,Activo,CON CUPO,SI,2025-04-21,VALIDADO - HISTÓRICO DISPONIBLE
C000833,Cliente 0833,PYME,Quito,28,2227.42,Tarjeta de Crédito,2600.62,4400.0,2027-02-08,2025-11-11,FOOD,109.82,POS,Activo,CON CUPO,SI,2025-02-15,VALIDADO - HISTÓRICO DISPONIBLE
C001701,Cliente 1701,MASS,Manta,39,650.35,Tarjeta de Crédito,183.29,1000.0,2029-04-06,2025-08-07,FOOD,77.41,App,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001356,Cliente 1356,MASS,Ambato,34,2557.24,Tarjeta de Crédito,1233.69,6600.0,2027-09-01,2026-08-12,TRAVEL,109.48,Branch,Activo,CON CUPO,SI,2025-01-16,VALIDADO - HISTÓRICO DISPONIBLE
C000425,Cliente 0425,PREMIUM,Guayaquil,54,3745.05,Tarjeta de Crédito,222.77,9700.0,2030-06-08,2025-08-19,SUPERMARKET,544.72,POS,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001627,Cliente 1627,PYME,Ambato,46,3778.56,Tarjeta de Crédito,4977.86,5700.0,2029-11-07,2025-09-11,FOOD,160.64,Web,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C000958,Cliente 0958,MASS,Quito,42,1104.1,Tarjeta de Crédito,88.87,2600.0,2028-12-06,2025-11-03,TRAVEL,45.94,App,Activo,CON CUPO,SI,2025-01-24,VALIDADO - HISTÓRICO DISPONIBLE
C001552,Cliente 1552,AFFLUENT,Guayaquil,48,2188.86,Tarjeta de Crédito,887.42,3200.0,2027-12-04,2026-05-30,TECHNOLOGY,76.58,Web,Activo,CON CUPO,SI,2025-04-18,VALIDADO - HISTÓRICO DISPONIBLE
C000999,Cliente 0999,MASS,Guayaquil,32,1125.07,Crédito de Consumo,3404.39,,2028-01-06,2026-03-12,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-02-03,VALIDADO - HISTÓRICO DISPONIBLE
C000359,Cliente 0359,MASS,Quito,43,851.19,Tarjeta de Crédito,774.0,1500.0,2029-02-25,2025-02-04,OTHERS,35.12,POS,Activo,CON CUPO,SI,2025-02-04,VALIDADO - HISTÓRICO DISPONIBLE
C000399,Cliente 0399,MASS,Quito,55,796.69,Cuenta de Ahorros,2702.79,,,2026-03-11,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2026-03-11,VALIDADO - HISTÓRICO DISPONIBLE
C001192,Cliente 1192,JOVEN,Quito,54,741.22,Tarjeta de Crédito,278.11,1000.0,2030-09-17,2026-07-20,EDUCATION,116.33,Web,Activo,CON CUPO,SI,2025-06-09,VALIDADO - HISTÓRICO DISPONIBLE
C000240,Cliente 0240,MASS,Guayaquil,22,1139.62,Tarjeta de Crédito,287.13,3100.0,2027-02-26,2025-07-15,ENTERTAINMENT,105.94,POS,Activo,CON CUPO,SI,2025-03-02,VALIDADO - HISTÓRICO DISPONIBLE
C000597,Cliente 0597,AFFLUENT,Guayaquil,61,3321.62,Crédito Vehicular,15646.56,,2027-06-20,2026-06-27,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-12-23,VALIDADO - HISTÓRICO DISPONIBLE
C000318,Cliente 0318,MASS,Ambato,42,1264.31,Tarjeta de Crédito,958.63,2400.0,2028-06-03,2026-08-26,FUEL,104.07,POS,Activo,CON CUPO,SI,2025-02-07,VALIDADO - HISTÓRICO DISPONIBLE
C000407,Cliente 0407,JOVEN,Guayaquil,40,803.94,Tarjeta de Crédito,945.42,1500.0,2028-12-03,2026-04-17,SUPERMARKET,64.14,POS,Activo,CON CUPO,SI,2025-02-23,VALIDADO - HISTÓRICO DISPONIBLE
C001227,Cliente 1227,JOVEN,Guayaquil,32,350.0,Tarjeta de Crédito,495.57,900.0,2027-08-26,2025-06-10,TRAVEL,54.86,App,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C000322,Cliente 0322,AFFLUENT,Quito,40,1897.67,Tarjeta de Crédito,1566.1,3200.0,2029-07-31,2025-02-05,EDUCATION,65.74,App,Activo,CON CUPO,SI,2025-02-05,VALIDADO - HISTÓRICO DISPONIBLE
C001775,Cliente 1775,PREMIUM,Cuenca,43,4433.01,Tarjeta de Crédito,4362.27,6900.0,2028-08-13,2026-02-21,TECHNOLOGY,401.35,Branch,Activo,CON CUPO,SI,2025-03-08,VALIDADO - HISTÓRICO DISPONIBLE
C001303,Cliente 1303,MASS,Guayaquil,28,501.77,Crédito Hipotecario,68933.57,,2028-01-17,2025-06-30,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-06-30,VALIDADO - HISTÓRICO DISPONIBLE
C002190,Cliente 2190,MASS,Quito,38,1141.09,Crédito de Consumo,6397.14,,2029-06-22,2025-03-01,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-03-01,VALIDADO - HISTÓRICO DISPONIBLE
C001420,Cliente 1420,MASS,Manta,33,923.03,Tarjeta de Crédito,387.47,2400.0,2026-10-22,2026-06-23,FUEL,37.23,POS,Activo,CON CUPO,SI,11/07/2025,VALIDADO - HISTÓRICO DISPONIBLE
C001921,Cliente 1921,MASS,Guayaquil,23,665.21,Tarjeta de Crédito,199.16,1300.0,2027-11-04,2025-07-26,STREAMING,237.66,POS,Activo,CON CUPO,SI,2025-02-25,VALIDADO - HISTÓRICO DISPONIBLE
C001098,Cliente 1098,AFFLUENT,Manta,18,1566.84,Tarjeta de Crédito,451.3,4600.0,2028-06-15,2025-03-02,SUPERMARKET,73.03,POS,Activo,CON CUPO,SI,2025-01-30,VALIDADO - HISTÓRICO DISPONIBLE
C000549,Cliente 0549,MASS,Cuenca,47,1141.13,Cuenta Corriente,3419.45,,,2026-03-31,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2026-03-21,VALIDADO - HISTÓRICO DISPONIBLE
C000614,Cliente 0614,PREMIUM,Quito,46,8425.25,Cuenta Corriente,17480.42,,,2026-04-29,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2026-01-13,VALIDADO - HISTÓRICO DISPONIBLE
C000210,Cliente 0210,PYME,Quito,54,3174.97,Crédito de Consumo,15179.8,,2028-01-16,2026-05-16,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-05-16,VALIDADO - HISTÓRICO DISPONIBLE
C002035,Cliente 2035,AFFLUENT,Cuenca,37,1615.87,Cuenta Corriente,2818.5,,,2026-03-26,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-02-22,VALIDADO - HISTÓRICO DISPONIBLE
C001171,Cliente 1171,MASS,Quito,47,1098.76,Tarjeta de Crédito,365.42,1200.0,2027-03-11,2026-06-15,FOOD,24.87,Web,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C000392,Cliente 0392,PYME,Cuenca,25,1756.96,Crédito de Consumo,5301.51,,2026-11-01,2025-01-09,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001330,Cliente 1330,MASS,Ambato,18,907.1,Tarjeta de Crédito,305.76,2200.0,2026-10-02,2025-07-11,TECHNOLOGY,18.99,Web,Activo,CON CUPO,SI,2025-01-06,VALIDADO - HISTÓRICO DISPONIBLE
C002016,Cliente 2016,MASS,Manta,18,1704.99,Crédito de Consumo,3381.1,,2028-06-01,2025-03-10,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-03-10,VALIDADO - HISTÓRICO DISPONIBLE
C001412,Cliente 1412,MASS,Cuenca,49,901.19,Tarjeta de Crédito,325.47,1000.0,2029-07-25,2026-07-02,EDUCATION,116.59,Branch,Activo,CON CUPO,SI,2025-02-10,VALIDADO - HISTÓRICO DISPONIBLE
C000722,Cliente 0722,AFFLUENT,Guayaquil,47,2116.37,Tarjeta de Crédito,1879.85,5100.0,2027-12-19,2025-02-12,SUPERMARKET,71.78,Web,Activo,CON CUPO,SI,2025-02-12,VALIDADO - HISTÓRICO DISPONIBLE
C001475,Cliente 1475,PYME,Guayaquil,43,1793.01,Crédito Hipotecario,133636.95,,2032-09-04,2025-07-13,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C000069,Cliente 0069,MASS,Loja,30,658.85,Tarjeta de Crédito,484.71,1100.0,2026-09-29,2025-06-03,TECHNOLOGY,101.02,POS,Activo,CON CUPO,SI,2025-01-17,VALIDADO - HISTÓRICO DISPONIBLE
C001472,Cliente 1472,AFFLUENT,Guayaquil,43,3510.21,Tarjeta de Crédito,5386.45,8900.0,2030-07-17,2025-02-13,ENTERTAINMENT,57.63,POS,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C000572,Cliente 0572,MASS,Ambato,52,896.11,Crédito de Consumo,5455.99,,2027-04-16,2025-07-27,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-07-27,VALIDADO - HISTÓRICO DISPONIBLE
C001410,Cliente 1410,AFFLUENT,Quito,43,4201.04,Crédito de Consumo,11032.68,,2027-08-22,2026-05-20,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-06-23,VALIDADO - HISTÓRICO DISPONIBLE
C001526,Cliente 1526,JOVEN,Quito,47,547.97,Tarjeta de Crédito,560.67,1600.0,2030-06-07,2025-02-18,STREAMING,8.32,POS,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C000181,Cliente 0181,AFFLUENT,Quito,36,2016.02,Tarjeta de Crédito,0.0,5100.0,2029-06-13,2026-06-16,FOOD,217.22,POS,Activo,CON CUPO,SI,05/02/2026,VALIDADO - HISTÓRICO DISPONIBLE
C000837,Cliente 0837,JOVEN,Quito,42,847.78,Cuenta de Ahorros,1394.29,,,2025-08-13,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-08-13,VALIDADO - HISTÓRICO DISPONIBLE
C001560,Cliente 1560,AFFLUENT,Guayaquil,44,1993.43,Cuenta Corriente,1017.5,,,2026-07-10,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-13,VALIDADO - HISTÓRICO DISPONIBLE
C000292,Cliente 0292,MASS,Cuenca,33,366.3,Cuenta de Ahorros,1473.68,,,2026-08-08,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-03-28,VALIDADO - HISTÓRICO DISPONIBLE
